"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","C2021_ETH_20","C2021_ETH_20_NAME","C2021_ETH_20_CODE","C2021_ETH_20_TYPE","C2021_ETH_20_TYPECODE","C2021_ETH_20_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"6","Mixed or Multiple ethnic groups: White and Black Caribbean","_11","Ethnic group",1000000,14,"20100","Value",48,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d6d20100",278,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"6","Mixed or Multiple ethnic groups: White and Black Caribbean","_11","Ethnic group",1000000,14,"20301","Percent",0.6,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d6d20301",279,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"9","Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups","_12","Ethnic group",1000000,15,"20100","Value",156,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d9d20100",280,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"9","Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups","_12","Ethnic group",1000000,15,"20301","Percent",2.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d9d20301",281,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"1004","White","1004","Ethnic group",1000000,16,"20100","Value",5197,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d1a2a3a4a5d20100",282,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"1004","White","1004","Ethnic group",1000000,16,"20301","Percent",67.3,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d1a2a3a4a5d20301",283,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"1","White: English, Welsh, Scottish, Northern Irish or British","_13","Ethnic group",1000000,17,"20100","Value",2769,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d1d20100",284,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"1","White: English, Welsh, Scottish, Northern Irish or British","_13","Ethnic group",1000000,17,"20301","Percent",35.9,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d1d20301",285,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"2","White: Irish","_14","Ethnic group",1000000,18,"20100","Value",127,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d2d20100",286,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"2","White: Irish","_14","Ethnic group",1000000,18,"20301","Percent",1.6,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d2d20301",287,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"3","White: Gypsy or Irish Traveller","_15","Ethnic group",1000000,19,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d3d20100",288,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"3","White: Gypsy or Irish Traveller","_15","Ethnic group",1000000,19,"20301","Percent",0.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d3d20301",289,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"4","White: Roma","_16","Ethnic group",1000000,20,"20100","Value",43,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d4d20100",290,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"4","White: Roma","_16","Ethnic group",1000000,20,"20301","Percent",0.6,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d4d20301",291,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"5","White: Other White","_17","Ethnic group",1000000,21,"20100","Value",2258,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d5d20100",292,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"5","White: Other White","_17","Ethnic group",1000000,21,"20301","Percent",29.2,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d5d20301",293,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"1005","Other ethnic group","1005","Ethnic group",1000000,22,"20100","Value",543,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d18a19d20100",294,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"1005","Other ethnic group","1005","Ethnic group",1000000,22,"20301","Percent",7.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d18a19d20301",295,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"18","Other ethnic group: Arab","_18","Ethnic group",1000000,23,"20100","Value",97,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d18d20100",296,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"18","Other ethnic group: Arab","_18","Ethnic group",1000000,23,"20301","Percent",1.3,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d18d20301",297,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"19","Other ethnic group: Any other ethnic group","_19","Ethnic group",1000000,24,"20100","Value",446,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d19d20100",298,1000
"2021","2021","2021","date",0,0,"641734649","Frognal","E05013657","2022 wards",153,5,"19","Other ethnic group: Any other ethnic group","_19","Ethnic group",1000000,24,"20301","Percent",5.8,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734649d19d20301",299,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"0","Total: All usual residents","0","Ethnic group",1000000,0,"20100","Value",11621,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d0d20100",300,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"0","Total: All usual residents","0","Ethnic group",1000000,0,"20301","Percent",100.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d0d20301",301,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1001","Asian, Asian British or Asian Welsh","1001","Ethnic group",1000000,1,"20100","Value",1805,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d12a13a10a11a14d20100",302,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1001","Asian, Asian British or Asian Welsh","1001","Ethnic group",1000000,1,"20301","Percent",15.5,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d12a13a10a11a14d20301",303,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"12","Asian, Asian British or Asian Welsh: Bangladeshi","_1","Ethnic group",1000000,2,"20100","Value",924,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d12d20100",304,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"12","Asian, Asian British or Asian Welsh: Bangladeshi","_1","Ethnic group",1000000,2,"20301","Percent",8.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d12d20301",305,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"13","Asian, Asian British or Asian Welsh: Chinese","_2","Ethnic group",1000000,3,"20100","Value",147,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d13d20100",306,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"13","Asian, Asian British or Asian Welsh: Chinese","_2","Ethnic group",1000000,3,"20301","Percent",1.3,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d13d20301",307,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"10","Asian, Asian British or Asian Welsh: Indian","_3","Ethnic group",1000000,4,"20100","Value",285,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d10d20100",308,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"10","Asian, Asian British or Asian Welsh: Indian","_3","Ethnic group",1000000,4,"20301","Percent",2.5,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d10d20301",309,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"11","Asian, Asian British or Asian Welsh: Pakistani","_4","Ethnic group",1000000,5,"20100","Value",49,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d11d20100",310,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"11","Asian, Asian British or Asian Welsh: Pakistani","_4","Ethnic group",1000000,5,"20301","Percent",0.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d11d20301",311,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"14","Asian, Asian British or Asian Welsh: Other Asian","_5","Ethnic group",1000000,6,"20100","Value",400,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d14d20100",312,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"14","Asian, Asian British or Asian Welsh: Other Asian","_5","Ethnic group",1000000,6,"20301","Percent",3.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d14d20301",313,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1002","Black, Black British, Black Welsh, Caribbean or African","1002","Ethnic group",1000000,7,"20100","Value",1140,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d16a15a17d20100",314,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1002","Black, Black British, Black Welsh, Caribbean or African","1002","Ethnic group",1000000,7,"20301","Percent",9.8,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d16a15a17d20301",315,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"16","Black, Black British, Black Welsh, Caribbean or African: African","_6","Ethnic group",1000000,8,"20100","Value",862,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d16d20100",316,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"16","Black, Black British, Black Welsh, Caribbean or African: African","_6","Ethnic group",1000000,8,"20301","Percent",7.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d16d20301",317,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"15","Black, Black British, Black Welsh, Caribbean or African: Caribbean","_7","Ethnic group",1000000,9,"20100","Value",151,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d15d20100",318,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"15","Black, Black British, Black Welsh, Caribbean or African: Caribbean","_7","Ethnic group",1000000,9,"20301","Percent",1.3,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d15d20301",319,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"17","Black, Black British, Black Welsh, Caribbean or African: Other Black","_8","Ethnic group",1000000,10,"20100","Value",127,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d17d20100",320,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"17","Black, Black British, Black Welsh, Caribbean or African: Other Black","_8","Ethnic group",1000000,10,"20301","Percent",1.1,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d17d20301",321,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1003","Mixed or Multiple ethnic groups","1003","Ethnic group",1000000,11,"20100","Value",761,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d8a7a6a9d20100",322,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1003","Mixed or Multiple ethnic groups","1003","Ethnic group",1000000,11,"20301","Percent",6.5,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d8a7a6a9d20301",323,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"8","Mixed or Multiple ethnic groups: White and Asian","_9","Ethnic group",1000000,12,"20100","Value",216,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d8d20100",324,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"8","Mixed or Multiple ethnic groups: White and Asian","_9","Ethnic group",1000000,12,"20301","Percent",1.9,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d8d20301",325,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"7","Mixed or Multiple ethnic groups: White and Black African","_10","Ethnic group",1000000,13,"20100","Value",104,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d7d20100",326,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"7","Mixed or Multiple ethnic groups: White and Black African","_10","Ethnic group",1000000,13,"20301","Percent",0.9,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d7d20301",327,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"6","Mixed or Multiple ethnic groups: White and Black Caribbean","_11","Ethnic group",1000000,14,"20100","Value",164,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d6d20100",328,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"6","Mixed or Multiple ethnic groups: White and Black Caribbean","_11","Ethnic group",1000000,14,"20301","Percent",1.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d6d20301",329,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"9","Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups","_12","Ethnic group",1000000,15,"20100","Value",277,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d9d20100",330,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"9","Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups","_12","Ethnic group",1000000,15,"20301","Percent",2.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d9d20301",331,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1004","White","1004","Ethnic group",1000000,16,"20100","Value",7226,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d1a2a3a4a5d20100",332,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1004","White","1004","Ethnic group",1000000,16,"20301","Percent",62.2,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d1a2a3a4a5d20301",333,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1","White: English, Welsh, Scottish, Northern Irish or British","_13","Ethnic group",1000000,17,"20100","Value",4776,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d1d20100",334,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1","White: English, Welsh, Scottish, Northern Irish or British","_13","Ethnic group",1000000,17,"20301","Percent",41.1,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d1d20301",335,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"2","White: Irish","_14","Ethnic group",1000000,18,"20100","Value",359,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d2d20100",336,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"2","White: Irish","_14","Ethnic group",1000000,18,"20301","Percent",3.1,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d2d20301",337,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"3","White: Gypsy or Irish Traveller","_15","Ethnic group",1000000,19,"20100","Value",25,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d3d20100",338,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"3","White: Gypsy or Irish Traveller","_15","Ethnic group",1000000,19,"20301","Percent",0.2,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d3d20301",339,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"4","White: Roma","_16","Ethnic group",1000000,20,"20100","Value",49,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d4d20100",340,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"4","White: Roma","_16","Ethnic group",1000000,20,"20301","Percent",0.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d4d20301",341,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"5","White: Other White","_17","Ethnic group",1000000,21,"20100","Value",2017,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d5d20100",342,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"5","White: Other White","_17","Ethnic group",1000000,21,"20301","Percent",17.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d5d20301",343,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1005","Other ethnic group","1005","Ethnic group",1000000,22,"20100","Value",689,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d18a19d20100",344,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"1005","Other ethnic group","1005","Ethnic group",1000000,22,"20301","Percent",5.9,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d18a19d20301",345,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"18","Other ethnic group: Arab","_18","Ethnic group",1000000,23,"20100","Value",136,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d18d20100",346,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"18","Other ethnic group: Arab","_18","Ethnic group",1000000,23,"20301","Percent",1.2,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d18d20301",347,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"19","Other ethnic group: Any other ethnic group","_19","Ethnic group",1000000,24,"20100","Value",553,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d19d20100",348,1000
"2021","2021","2021","date",0,0,"641734650","Gospel Oak","E05013658","2022 wards",153,6,"19","Other ethnic group: Any other ethnic group","_19","Ethnic group",1000000,24,"20301","Percent",4.8,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734650d19d20301",349,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"0","Total: All usual residents","0","Ethnic group",1000000,0,"20100","Value",8018,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d0d20100",350,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"0","Total: All usual residents","0","Ethnic group",1000000,0,"20301","Percent",100.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d0d20301",351,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"1001","Asian, Asian British or Asian Welsh","1001","Ethnic group",1000000,1,"20100","Value",704,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d12a13a10a11a14d20100",352,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"1001","Asian, Asian British or Asian Welsh","1001","Ethnic group",1000000,1,"20301","Percent",8.8,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d12a13a10a11a14d20301",353,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"12","Asian, Asian British or Asian Welsh: Bangladeshi","_1","Ethnic group",1000000,2,"20100","Value",57,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d12d20100",354,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"12","Asian, Asian British or Asian Welsh: Bangladeshi","_1","Ethnic group",1000000,2,"20301","Percent",0.7,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d12d20301",355,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"13","Asian, Asian British or Asian Welsh: Chinese","_2","Ethnic group",1000000,3,"20100","Value",137,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d13d20100",356,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"13","Asian, Asian British or Asian Welsh: Chinese","_2","Ethnic group",1000000,3,"20301","Percent",1.7,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d13d20301",357,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"10","Asian, Asian British or Asian Welsh: Indian","_3","Ethnic group",1000000,4,"20100","Value",270,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d10d20100",358,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"10","Asian, Asian British or Asian Welsh: Indian","_3","Ethnic group",1000000,4,"20301","Percent",3.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d10d20301",359,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"11","Asian, Asian British or Asian Welsh: Pakistani","_4","Ethnic group",1000000,5,"20100","Value",15,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d11d20100",360,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"11","Asian, Asian British or Asian Welsh: Pakistani","_4","Ethnic group",1000000,5,"20301","Percent",0.2,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d11d20301",361,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"14","Asian, Asian British or Asian Welsh: Other Asian","_5","Ethnic group",1000000,6,"20100","Value",225,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d14d20100",362,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"14","Asian, Asian British or Asian Welsh: Other Asian","_5","Ethnic group",1000000,6,"20301","Percent",2.8,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d14d20301",363,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"1002","Black, Black British, Black Welsh, Caribbean or African","1002","Ethnic group",1000000,7,"20100","Value",165,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d16a15a17d20100",364,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"1002","Black, Black British, Black Welsh, Caribbean or African","1002","Ethnic group",1000000,7,"20301","Percent",2.1,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d16a15a17d20301",365,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"16","Black, Black British, Black Welsh, Caribbean or African: African","_6","Ethnic group",1000000,8,"20100","Value",119,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d16d20100",366,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"16","Black, Black British, Black Welsh, Caribbean or African: African","_6","Ethnic group",1000000,8,"20301","Percent",1.5,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d16d20301",367,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"15","Black, Black British, Black Welsh, Caribbean or African: Caribbean","_7","Ethnic group",1000000,9,"20100","Value",28,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d15d20100",368,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"15","Black, Black British, Black Welsh, Caribbean or African: Caribbean","_7","Ethnic group",1000000,9,"20301","Percent",0.3,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d15d20301",369,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"17","Black, Black British, Black Welsh, Caribbean or African: Other Black","_8","Ethnic group",1000000,10,"20100","Value",18,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d17d20100",370,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"17","Black, Black British, Black Welsh, Caribbean or African: Other Black","_8","Ethnic group",1000000,10,"20301","Percent",0.2,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d17d20301",371,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"1003","Mixed or Multiple ethnic groups","1003","Ethnic group",1000000,11,"20100","Value",476,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d8a7a6a9d20100",372,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"1003","Mixed or Multiple ethnic groups","1003","Ethnic group",1000000,11,"20301","Percent",5.9,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d8a7a6a9d20301",373,1000
"2021","2021","2021","date",0,0,"641734651","Hampstead Town","E05013659","2022 wards",153,7,"8","Mixed or Multiple ethnic groups: White and Asian","_9","Ethnic group",1000000,12,"20100","Value",218,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734651d8d20100",374,1000
